fecha,abrir,max,min,cerrar,cierre_ajustado,volumen,retorno_log_diario,media_movil_7d,media_movil_30d,volatilidad_7d,volatilidad_30d,prediccion
2014-10-24,283.49,287.27,279.2,282.83,282.83,12301263,-0.0018721636016321317,297.85571428571427,294.7823333333334,0.4637742470965681,0.5087449510135449,286.2048000000004
2014-10-25,283.04,284.03,270.62,274.09,274.09,14307419,-0.03138949082506208,293.1771428571428,293.1626666666667,0.431692133146403,0.5108141645795458,281.35780000000005
2014-10-26,274.26,283.52,271.45,279.85,279.85,8893491,0.020797225729539407,289.4957142857143,291.861,0.4834640178945073,0.5159999410403785,282.3900999999998
2014-10-27,279.9,282.08,275.61,277.9,277.9,10260589,-0.0069924085889107425,286.45142857142855,290.62333333333333,0.4803379664952951,0.5155310856562463,277.9932000000003
2014-10-28,278.08,283.27,277.53,280.77,280.77,6159912,0.010274492088816851,283.13,290.063,0.468244758116396,0.4919837488848785,280.51620000000025
2014-10-29,280.36,280.98,265.37,265.69,265.69,14403214,-0.05520561321184141,277.78428571428566,289.056,0.529793345090278,0.5156284437064461,268.67549999999983
2014-10-30,265.78,278.22,265.7,273.88,273.88,23935517,0.030359838627428786,276.43,287.9713333333333,0.47534154865351125,0.5128208257514082,277.5721000000001
2014-10-31,273.64,276.12,268.92,270.14,270.14,10017087,-0.0137497111202441,274.6171428571428,286.84433333333334,0.47754179423596205,0.5134994388733839,274.8289000000001
2014-11-01,270.4,271.9,256.35,260.1,260.1,13316193,-0.03787417067801212,272.61857142857144,285.646,0.49303759317824153,0.5189346962520316,271.8456
2014-11-02,260.36,262.74,256.01,260.69,260.69,6882345,0.002265789482946587,269.88142857142856,284.76033333333334,0.45980947090902546,0.5133905920536644,264.53739999999965
2014-11-03,260.43,267.61,260.2,262.23,262.23,10366264,0.005890019322953835,267.64285714285717,284.742,0.4698896509586911,0.4445882017680498,264.19699999999966
2014-11-04,261.92,265.07,259.75,263.32,263.32,12473508,0.004148041339169688,265.15,284.98066666666665,0.4610781985079794,0.4381007385182637,262.8636999999999
2014-11-05,263.47,275.09,263.45,272.09,272.09,15882985,0.032762871319769,266.06428571428575,285.34766666666667,0.3885595663616243,0.44479276928816736,275.21989999999994
2014-11-06,272.07,285.2,270.5,282.19,282.19,15185814,0.03644770901031217,267.25142857142856,285.90366666666665,0.4075528569150466,0.4542500796636808,279.9462999999998
2014-11-07,282.61,284.97,274.89,274.99,274.99,13519274,-0.025845869560722573,267.94428571428574,285.83566666666667,0.4355183626104007,0.4444450168181329,267.0311999999998
2014-11-08,274.78,278.7,274.78,277.46,277.46,6854698,0.008942045283544836,270.4242857142857,285.4936666666666,0.3311196355177152,0.4305847618421244,275.56169999999975
2014-11-09,277.37,291.72,276.47,291.54,291.54,19426645,0.04950043899328721,274.83142857142855,285.66633333333334,0.40289940920437217,0.45474078686837005,289.9720000000003
2014-11-10,290.74,301.78,286.62,295.31,295.31,24507123,0.012848434397896034,279.5571428571429,285.945,0.39771171162830793,0.4561152187736471,292.5731000000004
2014-11-11,294.45,298.91,292.63,294.79,294.79,12698549,-0.0017624136064996153,284.05285714285714,285.78766666666667,0.4071842378127607,0.4385044877174455,290.6688000000006
2014-11-12,295.03,345.4,295.1,340.78,340.78,36835787,0.14497386934982984,293.86571428571426,286.916,0.8808436560538786,0.6054908763994513,327.8742999999998
2014-11-13,343.77,367.29,321.31,337.34,337.34,47261867,-0.010145783957224618,301.7442857142857,287.59000000000003,0.9150134341302285,0.6002565248684105,318.37520000000006
2014-11-14,335.49,336.21,308.89,317.72,317.72,23631659,-0.05992083206493705,307.84857142857146,287.916,1.0129268481189846,0.6203493337469309,300.8529000000001
2014-11-15,319.18,323.88,296.31,300.4,300.4,12560898,-0.05605557187495182,311.1257142857143,287.96933333333334,1.1144252474997483,0.6360221475348296,300.45120000000026
2014-11-16,299.28,312.11,299.18,309.79,309.79,9508506,0.03077972868220802,313.73285714285714,288.2683333333333,1.0929614034438595,0.6419660417459525,310.5949000000003
2014-11-17,310.16,328.34,303.19,311.22,311.22,33353792,0.004605409019176298,316.0057142857143,288.41433333333333,1.0927580906056333,0.6395974900358717,311.0635
2014-11-18,311.52,314.9,296.42,299.39,299.39,25712177,-0.038752986297233345,316.66285714285715,288.2066666666667,1.127895393655667,0.6495632581388273,303.4769999999997
2014-11-19,298.35,308.64,298.47,303.52,303.52,15099537,0.01370043489257348,311.34000000000003,288.35033333333337,0.5641762540199472,0.647860167328076,306.92170000000004
2014-11-20,303.32,304.72,284.38,285.31,285.31,20118960,-0.061871197757821066,303.90714285714284,287.7266666666667,0.6219526492257083,0.6705727217369114,292.22490000000033
2014-11-21,285.34,285.25,274.37,283.22,283.22,24095980,-0.007352327633970127,298.97857142857146,287.0636666666667,0.5721762869487232,0.67074115423049,287.3671000000003
2014-11-22,283.83,294.51,283.24,284.89,284.89,12328867,0.005879160057829109,296.7628571428572,287.1146666666666,0.5091940529024043,0.6419277095967537,288.1534999999998
2014-11-23,285.09,299.87,285.09,297.12,297.12,12247676,0.0420329567516539,294.95285714285717,287.591,0.5478058799157516,0.6532212664321364,298.3389999999999
2014-11-24,296.62,311.24,295.8,303.15,303.15,24877423,0.02009163491334388,293.8,288.55966666666666,0.5678697202774644,0.6476157891319548,299.9009000000002
2014-11-25,303.13,317.39,300.4,300.78,300.78,20388012,-0.007848632014272718,293.9985714285714,289.25733333333335,0.5157524529130562,0.6462334005409781,296.97029999999967
2014-11-26,301.32,302.96,292.56,294.6,294.6,14876599,-0.020760596474937023,292.72428571428566,289.81399999999996,0.5205855640760477,0.6491982498783271,286.8240999999999
2014-11-27,296.31,299.03,295.57,296.71,296.71,7021454,0.007136726778469944,294.3528571428571,290.3453333333334,0.32939232503171545,0.6489120571899211,298.94149999999956
2014-11-28,296.47,307.38,287.89,302.27,302.27,18425004,0.018565426887489654,297.07428571428574,291.5646666666667,0.3232487252019864,0.6274253958405964,300.7001000000001
2014-11-29,302.03,311.23,298.82,301.5,301.5,12345913,-0.0025506415272492458,299.44714285714286,292.48533333333336,0.33086239787031,0.6227802658983987,299.87839999999994
2014-11-30,301.52,307.15,299.75,304.02,304.02,7394001,0.008323472548633262,300.43285714285713,293.6146666666666,0.23298054681731098,0.6208419592549774,301.81330000000025
2015-02-01,192.16,204.72,187.86,200.74,200.74,25761475,-0.4150829503302191,285.80285714285714,291.636,2.501457921569541,1.361895355528627,213.8741000000001
2015-02-02,200.31,213.54,196.94,210.12,210.12,26999559,0.045668257700106574,272.8514285714286,289.95033333333333,2.5670687370664824,1.3706951974733086,218.83849999999995
2015-02-03,209.43,216.76,195.49,198.42,198.42,35606513,-0.05729279986400452,259.1114285714286,287.8233333333333,2.5581920113447,1.3776710740872073,202.9037999999998
2015-02-04,198.63,201.47,192.91,200.47,200.47,23501502,0.010278613394628539,245.36285714285714,285.7283333333333,2.5615398809961976,1.3783053122782052,203.7777
2015-02-05,201.19,209.91,187.93,189.29,189.29,19630689,-0.05738437899825677,229.22285714285712,282.9683333333333,2.50865583607556,1.379281445598902,202.40100000000024
2015-02-06,189.12,203.07,189.1,196.35,196.35,21585954,0.03661855040589046,214.20142857142855,280.107,2.561286250603718,1.3793337812280044,223.83630000000016
2015-02-07,196.67,203.44,196.65,201.2,201.2,19084982,0.024400657201565507,199.51285714285714,277.64733333333334,2.5813704898033194,1.382662804535384,206.29770000000025
2015-02-08,201.14,202.68,195.3,197.5,197.5,15156648,-0.018560853884407567,199.04999999999998,274.98199999999997,0.6800042649758014,1.3816143444637723,197.5402
2015-02-09,197.48,197.55,191.9,194.39,194.39,24544114,-0.01587213396715511,196.80285714285714,271.7436666666666,0.5921587263629482,1.3695413338758333,194.44539999999986
2015-02-10,194.54,196.1,190.04,194.24,194.24,18656211,-0.0007719425028878945,196.2057142857143,268.3746666666667,0.49640916625142767,1.3678312490059206,194.04820000000004
2015-02-11,194.14,197.23,192.99,193.81,193.81,15210806,-0.0022162101584772688,195.25428571428571,265.00866666666667,0.4879159016854464,1.3677967037361642,193.53020000000004
2015-02-12,193.83,194.83,192.1,194.51,194.51,13337602,0.0036052779059444233,196.0,260.133,0.3204874251146803,1.283826999008291,194.5596
2015-02-13,194.69,210.66,194.12,206.82,206.82,37551085,0.061365274138228273,197.49571428571429,255.7823333333333,0.4390901574911159,1.3045263610801852,211.6414999999999
2015-02-14,206.91,228.24,206.91,226.06,226.06,43690152,0.08895160100575611,201.04714285714286,252.727,0.6594481853828634,1.3323359041384613,212.28259999999997
2015-02-15,226.22,233.34,199.48,206.04,206.04,49620426,-0.09273012606520067,202.26714285714283,249.58166666666665,0.9231676708921324,1.3471875458305071,198.9005000000003
2015-02-16,206.04,210.05,200.76,206.36,206.36,24844423,0.0015518916790647182,203.97714285714287,246.134,0.9116393000048919,1.341667301150103,204.65240000000017
2015-02-17,205.98,215.2,204.88,213.66,213.66,23998509,0.03476375014129205,206.75142857142853,242.88199999999998,0.9212820915410738,1.3480441392726272,213.9911999999999
2015-02-18,213.8,214.18,203.75,207.34,207.34,22109844,-0.03002600862277533,208.68428571428572,239.81366666666665,0.9558138424615719,1.3468060805842685,208.37419999999997
2015-02-19,207.41,213.62,206.28,211.48,211.48,16080356,0.019770473472283383,211.10857142857142,236.74566666666666,0.9564479391131295,1.3479366877749588,213.36360000000002
2015-02-20,211.45,218.52,210.47,214.25,214.25,20984971,0.013013126110639778,212.17000000000002,234.377,0.8934496142153495,1.3413390861338554,214.63449999999997
2015-02-21,214.23,224.4,213.73,214.92,214.92,10796449,0.0031223083827313864,210.57857142857142,232.10033333333334,0.6771212804034804,1.3418315228370863,214.20589999999982
2015-02-22,214.93,216.55,205.28,207.38,207.38,17160559,-0.035713006730488626,210.77,229.51666666666662,0.40740439665323447,1.343184353320661,208.23669999999987
2015-02-23,207.4,211.79,205.7,210.81,210.81,14472291,0.01640439474208392,211.40571428571428,226.63966666666664,0.41797201167028575,1.3364973346094353,213.20160000000007
2015-02-24,210.91,211.78,208.71,210.54,210.54,12523503,-0.0012815950490373152,210.95999999999998,223.55266666666665,0.354181537319319,1.3335479534988477,210.50170000000037
2015-02-25,210.68,210.95,207.3,209.0,209.0,10118113,-0.007341406858367745,211.19714285714284,220.49333333333334,0.30126310204322887,1.3335629862259488,209.33260000000013
2015-02-26,208.89,209.21,206.18,211.08,211.08,12159093,0.009902956572656194,211.14000000000001,217.70933333333332,0.28075212919882425,1.3348002087455886,211.46540000000033
2015-02-27,211.08,228.93,211.03,226.75,226.75,39319189,0.0716108804577787,212.9257142857143,215.37733333333333,0.5175127668824832,1.3553813070453793,225.88550000000004
2015-02-28,226.48,227.53,222.87,227.14,227.14,12461408,0.0017184784682541076,214.67142857142858,212.87300000000002,0.5181481108032081,1.3532857801957923,217.22400000000005
2015-03-01,227.16,234.42,219.7,233.16,233.16,22592921,0.02615834571384873,218.3542857142857,210.595,0.42381837766823344,1.3571240193956553,229.34199999999998
2015-03-02,233.29,247.18,231.24,246.68,246.68,36210917,0.05636703694594312,223.47857142857143,208.68366666666668,0.48578977656447236,1.3694079976656142,242.06300000000007
2015-03-03,246.13,255.72,240.22,251.92,251.92,45127258,0.021019626669476998,229.39000000000001,210.38966666666667,0.4576502429602962,0.6161631740686234,246.65999999999977
2015-03-04,252.18,256.5,242.1,246.54,246.54,37359393,-0.02158732466939582,234.75285714285715,211.6036666666667,0.5061716169888992,0.6108367756058954,241.50680000000025
2015-03-05,246.22,255.39,240.41,250.39,250.39,37445512,0.015495450202866247,240.3685714285714,213.33599999999998,0.500901047744764,0.5817299293424368,249.7475999999998
2015-03-06,249.86,251.78,246.25,251.52,251.52,26670571,0.004502806914602033,243.90714285714284,215.03766666666667,0.38325201265972836,0.5817530064718088,250.13460000000023
2015-03-07,251.12,256.25,249.13,254.78,254.78,16440007,0.012877918440799122,247.8557142857143,217.22066666666666,0.3729514778182585,0.5482690901083438,258.66120000000006
2015-03-08,254.94,256.26,251.37,253.0,253.0,20350332,-0.007010938954120586,250.69,219.10899999999998,0.38926165638818727,0.5443641725292824,255.63270000000003
2015-03-09,253.42,269.72,252.62,267.31,267.31,54622669,0.0550195448660957,253.63714285714286,221.31266666666667,0.3827928481625972,0.5591918805800351,268.6867000000003
2015-03-10,267.55,279.03,267.49,272.49,272.49,63295788,0.01919288258861599,256.5757142857143,223.81233333333333,0.3810324569713051,0.5534223077130186,270.3732000000004
2015-03-11,272.28,281.7,272.09,280.98,280.98,32199374,0.030681576241273482,261.4957142857143,226.69866666666667,0.31547870677185647,0.5504172027250781,276.8885999999999
2015-03-12,280.74,280.11,274.93,277.01,277.01,30665537,-0.014229885804762888,265.2985714285714,229.45766666666665,0.3732125096205468,0.5545568701152236,273.26239999999956
2015-03-13,276.79,277.54,271.96,271.96,271.96,29948056,-0.018398609960483685,268.2185714285714,232.06266666666667,0.42103725843212253,0.5600749290277787,270.9899999999996
2015-03-14,271.1,272.91,267.8,268.67,268.67,21551944,-0.012171135948814927,270.20285714285717,234.53466666666665,0.44300090695915195,0.5638105787538452,268.73089999999956
2015-03-15,268.23,273.22,267.82,273.2,273.2,11418582,0.01672026698719109,273.0885714285714,236.74733333333333,0.4329334438795334,0.5434755092289649,275.9228000000001
2015-03-16,272.52,278.15,272.39,274.92,274.92,20355818,0.006276018556769551,274.17571428571426,238.376,0.3043359575252053,0.48816379762723433,278.0064999999997
2015-03-17,274.92,276.05,268.38,269.47,269.47,20289948,-0.020023079354752345,273.7442857142857,240.49033333333333,0.31300230952221036,0.3966021760894897,274.97850000000034
2015-03-18,269.06,269.31,230.68,236.29,236.29,52556467,-0.13139720268717558,267.36,241.488,0.7773541671434462,0.5682008807643714,262.4587000000001
2015-03-19,235.9,248.54,229.16,244.64,244.64,49439340,0.034727877969275456,262.7357142857143,242.52066666666667,0.8566297502769481,0.5681842952479743,252.92019999999982
2015-03-20,244.66,247.8,242.41,241.91,241.91,17057948,-0.011221986022775035,258.4428571428571,243.67300000000003,0.8574841287845532,0.5608173063341159,244.2931999999999
2015-03-21,241.82,242.33,236.28,240.32,240.32,15831885,-0.006594387582207218,254.39285714285714,244.63433333333333,0.8593793294223557,0.560045802461268,242.57329999999985
2015-03-22,240.22,249.03,239.92,247.54,247.54,17032887,0.02960081653610631,250.72714285714287,245.744,0.8830812018968294,0.5643452436026936,250.78919999999994
2015-03-23,247.48,254.4,238.91,243.75,243.75,20846112,-0.015429075233919662,246.27428571428572,246.70499999999998,0.8715847691666667,0.5673816683919849,244.1642
2015-03-24,243.61,244.17,223.79,225.28,225.28,36758118,-0.07879903690827904,239.96142857142857,247.30166666666668,0.9476331282065529,0.6061351190515033,231.21219999999985
2015-03-25,227.0,226.83,216.41,224.59,224.59,32719303,-0.003067555254046231,238.29,247.761,0.5918440795033446,0.6049522411221083,228.10260000000002
2015-03-26,224.66,234.08,223.13,228.37,228.37,23642378,0.016690602927869166,235.96571428571428,248.35533333333333,0.5462440540527578,0.6063174637867744,229.3001000000001
2015-03-27,228.4,236.34,225.44,226.9,226.9,15867457,-0.006457728857704369,233.82142857142858,248.95200000000003,0.546482605059597,0.6061955658687174,227.5260000000002
2015-03-28,226.85,233.49,226.85,232.2,232.2,14733995,0.023089677477994976,232.66142857142856,249.656,0.5802921674702366,0.608749131629442,231.14420000000035
2015-03-29,232.15,232.51,221.31,223.04,223.04,19940636,-0.040247941691632025,229.16142857142856,249.53233333333336,0.5566780686833687,0.5853593188928388,223.7122000000003
2015-03-30,223.19,230.54,219.97,228.6,228.6,21250092,0.024622623788551196,226.99714285714285,249.581,0.6048318194273498,0.5898772053550928,228.86980000000005
2015-03-31,228.53,229.94,226.04,227.4,227.4,21109870,-0.005263170044274533,227.29999999999998,249.389,0.3610743905172709,0.5848764850801601,228.65700000000007
2015-05-01,210.47,212.72,207.23,207.23,207.23,16800875,-0.09288129376703946,224.82,248.07399999999998,0.6738001235142852,0.6171074393891125,222.69010000000014
2015-05-02,207.47,210.49,207.47,209.78,209.78,11193410,0.012230074984061586,222.16428571428568,246.66933333333333,0.6664556403164272,0.6143063880152347,211.5669999999999
2015-05-03,209.73,217.2,209.02,214.85,214.85,16531778,0.023880747687546194,220.44285714285715,245.61299999999997,0.7012509789733864,0.6184668745197648,215.4636999999999
2015-05-04,214.85,217.3,213.26,214.42,214.42,19039562,-0.0020034017929104683,217.90285714285713,244.41400000000002,0.6703135097730532,0.6156023597478543,214.4607999999998
2015-05-05,214.27,214.67,208.74,211.22,211.22,21405403,-0.015036464109765196,216.21428571428572,243.07066666666665,0.6411456108018746,0.6155394003106673,211.89530000000002
2015-05-06,211.33,211.46,202.13,202.67,202.67,26095608,-0.041321203787106554,212.51,241.3336666666667,0.6230062887055269,0.6212495881483181,209.77249999999987
2015-05-07,202.56,212.2,201.37,211.08,211.08,25848808,0.04065816800624533,210.17857142857142,239.93633333333335,0.714209109872076,0.6368276316232285,213.96180000000018
2015-05-08,210.96,219.32,210.73,217.79,217.79,24511476,0.03129408722505017,211.68714285714285,238.28566666666666,0.45535787166077424,0.6205655614855567,216.42220000000037
2015-05-09,217.71,221.31,214.02,215.98,215.98,17674824,-0.008345484957903718,212.57285714285715,236.402,0.4623045200356427,0.6156441457002997,214.59049999999985
2015-05-10,215.89,217.98,213.32,214.65,214.65,13415900,-0.006177016134044048,212.5442857142857,234.191,0.4432388889203888,0.6048247629781858,214.90770000000003
2015-05-11,214.65,218.86,214.84,217.28,217.28,18745895,0.01217804969976169,212.95285714285714,232.2,0.44885716403964665,0.6076673572134743,213.74400000000017
2015-05-12,217.27,217.87,215.41,214.95,214.95,17190514,-0.010781401428040831,213.4857142857143,230.29966666666667,0.4428019644629454,0.6069456844809359,213.8424000000002
2015-05-13,215.21,215.29,207.11,208.35,208.35,23957779,-0.031186085073828057,214.29714285714286,228.28900000000002,0.4030678721787443,0.6106152535756345,208.52329999999986
2015-05-14,208.21,209.05,205.19,207.83,207.83,21415526,-0.002498920037480677,213.83285714285714,226.11,0.3105408932482486,0.6062490962866921,208.55970000000028
2015-05-15,207.86,209.1,206.79,207.5,207.5,14260239,-0.0015890981602288345,212.36285714285714,223.86266666666668,0.20688053824426522,0.6049410175774415,208.54919999999998
2015-05-16,207.53,207.58,205.48,206.23,206.23,9684482,-0.006139288854797366,210.97,221.75466666666665,0.20666288555599072,0.6041558804262733,209.6916
2015-05-17,206.1,207.86,206.1,206.94,206.94,9730228,0.0034368453608490087,209.8685714285714,220.77633333333333,0.21535496989569652,0.4803165821462006,208.64129999999997
2015-05-18,207.01,207.51,205.48,205.93,205.93,14822277,-0.0048925909595478245,208.24714285714285,219.486,0.17864093027379319,0.46576084796691003,206.83750000000012
2015-05-19,205.84,209.44,207.96,208.19,208.19,12783323,0.010914819070425512,207.28142857142856,218.362,0.20779309144958602,0.4679114282140972,211.08750000000015
2015-05-20,208.14,211.62,209.05,210.81,210.81,13962166,0.012506129584533896,207.63285714285715,217.3783333333333,0.11915824885721786,0.47061415191093886,210.6860000000001
2015-05-21,210.81,212.51,210.19,211.89,211.89,13603043,0.005110018216724426,208.2128571428571,216.19,0.11667904813617189,0.4604976709758697,210.34799999999996
2015-05-22,211.87,219.02,210.65,218.2,218.2,24514753,0.029344801310029978,209.74142857142854,215.3383333333333,0.19170747675487665,0.4700267016289905,215.9497000000002
2015-05-23,218.14,218.82,216.7,216.86,216.86,13259192,-0.00616008935493443,211.26000000000002,215.05766666666668,0.19176821795027502,0.4128311347409884,212.4067000000001
2015-05-24,216.96,219.76,216.81,219.23,219.23,10470385,0.010869422979037984,213.0157142857143,214.879,0.19085812215394188,0.4142773196908398,214.96030000000013
2015-05-25,219.2,219.07,215.59,216.18,216.18,13150894,-0.014010013035016897,214.48,214.47266666666667,0.222437741715985,0.4125626796858242,214.3019000000001
2015-05-26,216.18,218.49,216.25,217.84,217.84,15089573,0.007649454377447174,215.85857142857142,214.17066666666668,0.22084373364297608,0.41321267423047314,217.5064000000001
2015-05-27,217.79,218.71,217.35,217.77,217.77,17287996,-0.00032138840064513445,216.85285714285715,213.68966666666665,0.21953273001751877,0.40669579724543203,217.4866000000002
2015-05-28,217.75,217.29,216.62,216.61,216.61,12618248,-0.005340958411972233,217.52714285714288,213.47533333333334,0.22740778464940206,0.3905348851246492,217.0507000000002
2015-05-29,216.58,216.68,215.38,215.8,215.8,13475016,-0.0037464487288524353,217.18428571428572,213.04866666666666,0.13533360341399317,0.3829585969465254,215.62249999999975
2015-05-30,215.79,215.79,211.2,212.38,212.38,12832074,-0.015974929848334818,216.5442857142857,212.54799999999997,0.15987226236444055,0.3850238408055377,212.76829999999998
2015-05-31,212.19,212.3,209.34,210.1,210.1,13445418,-0.010793515124744803,215.23999999999998,212.6436666666667,0.13133106567202313,0.2749333571329468,211.00179999999983
2015-06-01,210.14,212.41,202.63,204.13,204.13,23890212,-0.028826562065461993,213.51857142857145,212.45533333333333,0.18714832741971624,0.2852162868413707,206.0597999999999
2015-06-02,204.1,203.52,203.4,202.57,202.57,18353817,-0.007671539959777692,211.33714285714285,212.046,0.1519394721335623,0.27589255429171367,207.5181999999999
2015-06-03,202.51,201.74,200.82,200.62,200.62,15767297,-0.00967293437037589,208.88714285714286,211.58599999999998,0.13539125721921882,0.27679657966138926,205.16690000000003
2015-06-04,200.53,201.07,200.16,200.18,200.18,13143048,-0.0021956096644663004,206.54,211.218,0.1427300094691182,0.2741179469384406,202.91390000000007
2015-06-05,200.03,203.21,197.92,202.46,202.46,16251013,0.011325374379732914,204.6342857142857,211.21099999999998,0.19512341064598238,0.24950467515435903,203.25489999999968
2015-06-06,202.51,203.15,201.94,203.06,203.06,10018450,0.002959165702470937,203.30285714285714,210.94366666666664,0.20017428525711817,0.21801288795085477,201.9407
2015-06-07,203.04,203.58,200.8,200.76,200.76,11996397,-0.011391337086343743,201.96857142857147,210.376,0.20075531725955073,0.19662561736418066,200.8567999999999
2015-06-08,200.76,203.32,200.72,202.6,202.6,20729207,0.009123427027850163,201.75,209.93,0.1447938862104985,0.19878457569121494,202.6335999999999
2015-06-09,202.64,204.4,201.55,202.84,202.84,25109015,0.001183899112235324,201.78857142857143,209.53633333333335,0.1374092441928206,0.19862764872652797,201.3536
2015-06-10,202.79,203.74,201.92,202.32,202.32,14063843,-0.0025668885651087114,202.03142857142853,209.03766666666667,0.12170341047015089,0.19410076767487233,201.97629999999998
2015-06-11,202.37,204.37,202.47,204.27,204.27,12819920,0.009592045801275328,202.61571428571432,208.68166666666667,0.12824309296840014,0.19541306703218306,203.64459999999988
2015-06-12,204.27,204.91,203.74,204.1,204.1,12440273,-0.0008325783471858864,202.85,208.54,0.11468327127646447,0.1742705976534576,203.3076
