fecha,abrir,max,min,cerrar,cierre_ajustado,volumen,retorno_log_diario,media_movil_7d,media_movil_30d,volatilidad_7d,volatilidad_30d,prediccion
2018-03-18,6421.84,6712.94,6020.99,6696.81,6696.81,5406506528,0.03859046238009662,6890.742857142856,8122.505666666666,0.7615847939555422,0.8095738158839835,6804.562600000009
2018-03-19,6794.89,7047.25,6656.69,6996.31,6996.31,5454855720,0.043751573596425425,6824.388571428572,8057.107999999999,0.8343989240374674,0.779723255920267,6965.912700000007
2018-03-20,6987.41,7393.42,6798.39,7278.08,7278.08,5194570060,0.03948422395080594,6804.2014285714295,8016.3116666666665,0.8848564176747792,0.7800448407418413,7160.620099999995
2018-03-21,7297.69,7470.39,7209.14,7233.11,7233.11,4895204420,-0.006197995334726953,6882.7585714285715,7955.611333333333,0.5391226544067172,0.7528560789524964,7050.292099999989
2018-03-22,7241.35,7366.01,6962.77,7083.07,7083.07,4487860112,-0.020961666284941147,6931.0,7883.522333333333,0.5733254485278527,0.7488920381561889,7024.460999999995
2018-03-23,7089.39,7189.39,6779.61,7189.39,7189.39,4820759608,0.014898898537535642,6988.58142857143,7832.960333333333,0.5751790932999497,0.7357366109960846,7168.189200000009
2018-03-24,7207.47,7283.77,7016.19,7018.15,7018.15,4586349335,-0.024106677534875245,7070.702857142857,7796.310333333333,0.46733411213564785,0.7129220698532033,6972.132000000009
2018-03-25,6973.37,7031.68,6840.82,6878.06,6878.06,3699708601,-0.02016301510517705,7096.595714285715,7746.257333333333,0.4609435560899664,0.7055941128406743,6921.035400000009
2018-03-26,6880.24,6896.34,6364.13,6590.72,6590.72,4753564444,-0.04267403644261903,7038.654285714286,7699.859666666667,0.43753585582611965,0.7027643981355209,6651.333699999991
2018-03-27,6583.17,6613.74,6265.39,6313.4,6313.4,4334851487,-0.04298824029936972,6900.842857142857,7648.1123333333335,0.32196492510935676,0.7104090612457429,6453.976200000005
2018-03-28,6316.46,6553.36,6292.64,6461.28,6461.28,4008845631,0.023153081885595093,6790.581428571428,7582.844666666667,0.41167453083709604,0.6803399468443199,6671.899899999998
2018-03-29,6481.25,6491.01,5757.22,5824.83,5824.83,5170890769,-0.10369762610522473,6610.832857142857,7484.5796666666665,0.6704860877553476,0.7164662822682505,5905.6621
2018-03-30,5829.5,5904.94,5426.15,5592.5,5592.5,5104707319,-0.040703400094383196,6382.705714285714,7386.667666666666,0.6006398954116086,0.7196025613286989,5899.1397
2018-03-31,5594.09,5850.05,5570.59,5659.87,5659.87,3695535882,0.011974509371291003,6188.665714285715,7277.853666666666,0.6658276034295656,0.7020479602377815,5741.220799999995
2018-05-01,7659.14,7664.69,7391.96,7605.51,7605.51,6432877318,0.2954720608533039,6292.587142857143,7231.341,2.0760462113998956,1.141368399253512,7616.504000000003
2018-05-02,7593.49,7742.8,7515.75,7728.8,7728.8,6324819977,0.016080626614420328,6455.169999999999,7178.023333333333,2.0378289943981627,1.1365932306592843,7802.684299999996
2018-05-03,7727.17,8175.49,7667.65,8128.01,8128.01,8514597584,0.050362509929167104,6714.400000000001,7137.393,1.987695686051352,1.1482348714505555,8104.513700000003
2018-05-04,8087.67,8175.22,8001.64,8112.36,8112.36,6872244429,-0.0019272965879830676,6950.268571428572,7095.080666666667,2.0002093564634755,1.1479936305781704,8206.666300000003
2018-05-05,8111.96,8332.92,8107.64,8243.98,8243.98,6399013079,0.016094412456130004,7295.861428571428,7080.448,1.7739394388344376,1.1284601516449297,8259.349199999991
2018-05-06,8233.24,8312.54,7915.41,8077.3,8077.3,6042232236,-0.020425578744678652,7650.832857142857,7082.037,1.734303756306264,1.1066368528630202,8096.260400000008
2018-05-07,8069.66,8081.81,7743.27,7854.7,7854.7,6196279092,-0.027945579529801562,7964.38,7089.356333333333,1.7891719023398944,1.0996150363400838,7847.983699999994
2018-05-08,7861.28,7935.89,7689.78,7781.93,7781.93,6249153073,-0.009307699339027713,7989.582857142857,7095.806666666667,0.42335585442667334,1.0998309618261202,7782.368800000008
2018-05-09,7772.59,7907.19,7619.69,7872.01,7872.01,6100700861,0.011509050669379572,8010.041428571429,7118.033666666667,0.4184081574033592,1.0887418554365607,7942.015400000003
2018-05-10,7872.67,7881.92,7588.15,7592.29,7592.29,5798102565,-0.036180171392984364,7933.51,7111.695333333334,0.31248137237692175,1.0710812337079882,7678.853400000002
2018-05-11,7599.87,7599.23,7029.36,7068.74,7068.74,7108122753,-0.07145101247734832,7784.421428571428,7098.6269999999995,0.47541959157168334,1.0841724536595765,7538.127599999999
2018-05-12,7068.7,7255.79,6886.2,7121.83,7121.83,5712091857,0.007482468667161368,7624.114285714286,7088.708333333333,0.4503553511405155,1.0844381217513366,7321.689499999996
2018-05-13,7130.71,7346.19,7029.91,7299.15,7299.15,4908282945,0.024593188147531725,7512.95,7109.239666666666,0.5268631948364517,1.041443935804555,7386.22970000001
2018-05-14,7290.08,7446.23,6999.56,7306.61,7306.61,6172799464,0.0010215148884692895,7434.651428571428,7127.947333333333,0.5244104164398067,1.0412831424822722,7297.066699999992
2018-05-15,7296.89,7412.91,7157.38,7201.2,7201.2,5674149670,-0.014531739105848231,7351.6900000000005,7141.776666666667,0.5249178224150322,1.0424095540254905,7201.401599999995
2018-05-16,7196.15,7192.86,6911.4,7085.02,7085.02,5723179953,-0.01626498279746264,7239.262857142858,7163.167333333333,0.5006090585086878,1.0314784586851324,7069.444000000005
2018-05-17,7086.06,7140.9,6830.16,6865.99,6865.99,4972881540,-0.031402457421510814,7135.505714285714,7168.806666666667,0.49289953525769925,1.0305370477108664,6875.533799999996
2018-05-18,6863.88,7028.05,6755.46,7007.19,7007.19,4895278308,0.020356526179816325,7126.7128571428575,7169.169333333334,0.3257920060414994,1.024281872203482,7089.277099999991
2018-05-19,7011.24,7110.03,6949.77,7003.97,7003.97,4002038108,-0.0004596336144456759,7109.875714285714,7160.032333333333,0.3202903121402006,1.0174388392691094,7023.920199999989
2018-05-20,7003.81,7276.63,6968.36,7236.08,7236.08,4412290666,0.03260249215615724,7100.865714285714,7160.131333333334,0.35077765089232593,1.0220133311427644,7186.694099999993
2018-05-21,7243.8,7301.01,7110.17,7142.61,7142.61,4373453873,-0.013001367529645876,7077.437142857142,7162.115999999999,0.35701603010812344,1.0208534184650047,7081.232399999992
2018-05-22,7143.35,7143.8,6793.91,6824.32,6824.32,4359309382,-0.04558555336661595,7023.597142857143,7149.947,0.43774822586203427,1.028350092768177,6786.155899999989
2018-05-23,6820.33,6835.83,6429.08,6454.71,6454.71,5543701536,-0.0556826055318715,6933.552857142857,7131.165666666667,0.5253440932585398,1.038342302128632,6520.608199999997
2018-05-24,6457.53,6612.49,6248.31,6473.29,6473.29,5161010235,0.0028743831671489,6877.452857142857,7117.673333333333,0.5159371655540786,1.0371388307412295,6606.2732
2018-05-25,6477.52,6544.6,6318.5,6420.72,6420.72,4178394644,-0.008154219096608763,6793.671428571428,7112.006666666666,0.47597517906743836,1.030183471725026,6441.870799999989
2018-05-26,6426.16,6519.45,6308.26,6314.06,6314.06,3477716711,-0.016751368163212245,6695.112857142857,7112.028666666666,0.4686667064560314,1.0236482753893135,6368.077500000002
2018-05-27,6319.38,6336.26,6241.17,6304.09,6304.09,3470670719,-0.0015802636796653571,6561.971428571429,7106.789,0.3543494845867276,1.0212950478025833,6366.053100000001
2018-05-28,6306.73,6332.95,6109.87,6139.01,6139.01,4336373076,-0.026535137729588126,6418.599999999999,7117.261666666667,0.3529097028241237,0.977290545710401,6460.444899999997
2018-05-29,6133.4,6524.85,6102.13,6477.63,6477.63,4908685936,0.053691211350159716,6369.072857142857,7146.7660000000005,0.5287638079267836,0.9799471834434137,6581.517500000004
2018-05-30,6475.15,6564.77,6275.08,6350.99,6350.99,4221008431,-0.01974399645957546,6354.255714285714,7169.803333333333,0.42482505607848736,0.9822659037749386,6351.6228999999985
2018-05-31,6350.67,6516.7,6316.94,6411.3,6411.3,4386286348,0.009451352217708039,6345.400000000001,7129.9963333333335,0.4300000872039086,0.44986302564977837,6456.5893000000015
2018-06-01,6416.89,6505.89,6344.07,6467.8,6467.8,4220806367,0.008773961295171329,6352.125714285714,7087.963000000001,0.43078533265161567,0.44728088195938526,6460.194400000002
2018-06-02,6463.74,6600.2,6429.9,6555.27,6555.27,4236106209,0.013433286521441998,6386.584285714286,7035.538333333333,0.41624096942379224,0.418786815910739,6537.227499999995
2018-06-03,6545.53,6650.85,6529.19,6617.74,6617.74,4158889189,0.00948461563534952,6431.391428571428,6985.717666666666,0.4137842214344367,0.42132622000487135,6574.124599999994
2018-06-04,6619.69,6639.68,6391.89,6423.72,6423.72,4268396239,-0.029756532789977422,6472.064285714286,6925.042333333334,0.42502739999895905,0.42064389590460616,6447.760399999988
2018-06-05,6412.12,6523.2,6330.34,6510.11,6510.11,4231400116,0.013358964015033595,6476.704285714286,6872.8026666666665,0.281512391643087,0.42357875106738263,6530.033199999992
2018-06-06,6503.47,6523.77,6378.18,6497.99,6497.99,3983580813,-0.0018634548484695536,6497.704285714286,6827.579,0.2450121104366641,0.41919568683168534,6501.4765999999945
2018-06-07,6495.31,6563.18,6492.55,6511.95,6511.95,3804427051,0.00214605222741651,6512.082857142857,6785.2463333333335,0.24116036025964932,0.4198004377496046,6512.701299999998
2018-06-08,6517.8,6521.68,6433.23,6480.47,6480.47,3593047683,-0.004845911939939007,6513.892857142857,6738.861666666667,0.2394664836288621,0.41655722855688204,6478.67099999999
2018-06-09,6486.93,6530.32,6401.48,6401.48,6401.48,3268077593,-0.012263824966678617,6491.922857142857,6699.168000000001,0.22961587356365507,0.4074082200739802,6455.071599999993
2018-06-10,6373.92,6373.92,5698.21,5759.16,5759.16,4926453311,-0.10573758289171424,6369.268571428571,6655.515333333333,0.6372142404505521,0.46372795252286525,5804.827599999995
2018-06-11,5770.42,5868.52,5679.73,5867.74,5867.74,4031322538,0.01867792044755703,6289.842857142858,6613.712333333333,0.6709670092379716,0.4678473677264142,6044.805599999995
2018-06-12,5866.81,5875.11,5566.31,5603.44,5603.44,3962186117,-0.04608885632815858,6160.318571428571,6557.188666666667,0.6679315440229818,0.4719168853446705,5678.001499999999
2018-06-13,5615.8,5646.85,5334.04,5380.36,5380.36,4280926921,-0.04062540842599141,6000.657142857142,6492.980333333334,0.6607036973534552,0.4797470174674863,5476.7692999999945
2018-06-14,5374.3,5796.01,5370.46,5773.53,5773.53,4444481937,0.07052839211795968,5895.16857142857,6445.391333333333,0.878677177831527,0.5334142260457025,5864.937800000009
2018-06-15,5772.43,5778.98,5543.09,5562.66,5562.66,3407762516,-0.037207267427493654,5764.052857142858,6394.646,0.8810274872094546,0.539864698199399,5529.011799999994
2018-06-16,5561.69,5679.75,5515.89,5643.28,5643.28,2751934274,0.014389045629383448,5655.738571428571,6353.888999999999,0.9072872940733582,0.5389748095933471,5669.544900000009
2018-06-17,5639.29,5676.84,5607.17,5607.17,5607.17,2677957008,-0.006419320827289822,5634.0257142857145,6307.221666666666,0.6681190927312298,0.5329177508939748,5616.5414
2018-06-18,5616.49,5841.78,5549.83,5791.4,5791.4,3473385502,0.032327922631540426,5623.12,6266.802666666667,0.6920171630686767,0.5449800375658517,5805.534900000007
2018-06-19,5797.91,5900.29,5764.54,5842.7,5842.7,3501363500,0.00881896020898426,5657.3,6220.356666666666,0.6192559414217614,0.534471277946406,5763.190900000003
2018-06-20,5843.41,5887.25,5709.74,5853.46,5853.46,3358935821,0.0018399206295899812,5724.885714285714,6177.385,0.5312020234881571,0.5347852262515419,5787.8030000000035
2018-06-21,5856.52,5889.27,5795.93,5800.0,5800.0,3041566822,-0.00917502184346006,5728.667142857143,6143.241,0.34537416756634937,0.5219997382817922,5717.337800000001
2018-06-22,5807.02,5811.44,5153.67,5219.81,5219.81,4358481380,-0.1053969147876995,5679.688571428572,6102.077666666667,0.7096060528217095,0.5802330067153257,5230.183099999998
2018-06-23,5225.31,5340.9,5209.62,5287.41,5287.41,2944109824,0.0128675201862629,5628.849999999999,6062.548333333334,0.7075475566790302,0.5824411649615393,5436.108899999997
2018-06-24,5288.96,5340.01,4999.06,5294.82,5294.82,3917068318,0.0014004611903345578,5584.228571428571,6025.0183333333325,0.710436895291195,0.5828984384805908,5431.864600000002
2018-06-25,5293.74,5409.86,5237.21,5341.64,5341.64,4701949090,0.008803737785203464,5519.977142857142,5992.604333333334,0.6667694192155184,0.5836701384311377,5394.116200000006
2018-06-26,5345.37,5369.32,5231.52,5231.52,5231.52,2815727912,-0.02083085509950088,5432.665714285715,5956.852,0.6523050975116456,0.5851899712776885,5258.183000000004
2018-06-27,5223.56,5347.41,5221.58,5325.32,5325.32,2850908064,0.017770936859662197,5357.217142857143,5929.729,0.6769222037461893,0.585910616599112,5385.741600000001
2018-06-28,5321.88,5338.65,5078.3,5105.46,5105.46,2999048745,-0.042162248391953705,5257.9971428571425,5883.99,0.6966988751792463,0.5684464616929712,5128.880300000007
2018-06-29,5100.86,5359.63,5010.95,5322.52,5322.52,3394872906,0.04163632011644618,5272.67,5849.707666666667,0.43240512514044427,0.584962662762121,5451.043900000002
2018-06-30,5319.03,5534.12,5319.03,5481.47,5481.47,3889292326,0.029426437751868623,5300.392857142857,5818.713333333333,0.4592073573918081,0.5923329569730774,5489.312699999993
2018-07-01,5488.04,5506.16,5383.28,5468.25,5468.25,4100239630,-0.002414674790485464,5325.168571428571,5785.395,0.4610821706135338,0.5909214659106027,5464.024799999998
2018-07-02,5463.59,5765.92,5416.34,5682.29,5682.29,3777431313,0.03839568212384304,5373.832857142857,5756.295666666667,0.5045395533697828,0.6022273819488709,5651.008499999997
2018-07-03,5667.23,5736.84,5531.23,5600.47,5600.47,4007470418,-0.014503797705628608,5426.54,5722.386666666666,0.490139247103098,0.6013080251745931,5546.734199999991
2018-07-04,5618.72,5817.3,5528.81,5659.25,5659.25,3582681352,0.010440851810371436,5474.244285714286,5696.904333333333,0.4870555861150513,0.5985340028782462,5598.7977
2018-07-05,5661.1,5772.78,5604.53,5678.85,5678.85,4276144207,0.003457372844467273,5556.157142857142,5669.1956666666665,0.34246536884789897,0.596691591488764,5642.463999999994
2018-07-06,5678.46,5705.36,5578.51,5681.99,5681.99,3673018251,0.0005527760412003011,5607.510000000001,5641.995666666668,0.29467273772305674,0.5968273294399437,5610.634399999999
2018-07-07,5677.91,5844.18,5601.74,5838.17,5838.17,3372567104,0.0271158680826849,5658.467142857144,5619.5363333333335,0.28831403057391114,0.6035831369556743,5810.059599999999
2018-07-08,5838.91,5862.84,5744.92,5764.51,5764.51,2881635646,-0.012697237124250733,5700.790000000001,5595.671,0.3111205475231012,0.6041480417643837,5720.559299999998
2018-07-09,5765.54,5822.14,5721.38,5734.73,5734.73,3162750868,-0.005179484309534524,5708.2814285714285,5573.445999999999,0.22847640977756667,0.6036447395478228,5749.779299999996
2018-07-10,5732.57,5754.88,5390.81,5397.76,5397.76,3455640897,-0.06055661743971663,5679.322857142857,5561.399333333334,0.43558721570933406,0.5489865592261234,5383.777600000005
2018-07-11,5398.46,5499.11,5396.36,5477.74,5477.74,3122203104,0.014708554440970942,5653.392857142857,5548.399333333333,0.44274465803091506,0.547796562036214,5562.089499999997
2018-07-12,5479.51,5479.31,5261.89,5341.12,5341.12,3232867529,-0.02525723832900395,5605.145714285715,5539.655333333333,0.45401967294289497,0.5365354918631019,5366.981599999998
2018-07-13,5346.45,5403.33,5300.67,5338.51,5338.51,3256653884,-0.0004887809880982067,5556.077142857142,5538.260333333334,0.4531646702004579,0.5236210274364062,5421.218500000004
2018-07-14,5346.6,5389.98,5316.41,5371.09,5371.09,2502071045,0.0060842796192300585,5489.351428571428,5524.845666666666,0.3970397895277936,0.479355433235643,5396.157700000006
2018-07-15,5368.16,5480.07,5354.31,5445.83,5445.83,2813375551,0.013819310754243112,5443.825714285714,5520.951333333333,0.4256817491011348,0.469886117434503,5450.379000000003
2018-07-16,5443.58,5758.73,5443.11,5758.73,5758.73,4036730107,0.05586678609276207,5447.254285714285,5524.799666666667,0.5748607125211175,0.49611167191340194,5877.276599999999
2018-07-17,5756.94,6338.26,5696.9,6283.08,6283.08,5116675427,0.08714334182466553,5573.728571428571,5547.33,0.5975777354051103,0.5550894703631108,6114.232099999998
2018-07-18,6278.17,6471.14,6253.63,6330.65,6330.65,5242128469,0.007542610397571426,5695.572857142857,5565.304999999999,0.6026227350838939,0.5486286730789256,6063.966100000007
2018-07-19,6337.03,6436.88,6265.42,6407.12,6407.12,4386159108,0.012006955487793118,5847.858571428571,5584.119000000001,0.5190128295850908,0.5490018093970657,6235.643599999999
2018-07-20,6407.59,6487.84,6249.58,6275.93,6275.93,4213065274,-0.020688190788518142,5981.7757142857145,5598.2013333333325,0.5735865837047842,0.5533075536391355,6147.677800000001
2018-07-21,6274.72,6347.19,6197.65,6331.53,6331.53,3180244001,0.008820231903429556,6118.981428571428,5615.919,0.570401636147592,0.5525155897946852,6289.277800000011
2018-07-22,6330.26,6428.96,6298.58,6319.52,6319.52,3148019504,-0.0018986572036158859,6243.794285714285,5652.576,0.5890972556646481,0.4476780170126093,6295.503100000005
2018-07-23,6316.3,6646.28,6313.14,6595.2,6595.2,4389736572,0.04269885580662445,6363.29,5696.168999999999,0.56124392357372,0.4596281585882458,6636.777099999998
2018-07-24,6599.82,7210.71,6590.4,7210.71,7210.71,6229298858,0.08922530907576802,6495.808571428572,5760.032000000001,0.5718412949067156,0.5166641420315237,7102.687999999996
2018-07-25,7172.52,7204.37,6925.03,6970.6,6970.6,4980318705,-0.033866116508512185,6587.2300000000005,5814.330666666667,0.6564469872090121,0.5322982691998797,6896.564699999991
2018-07-26,6966.73,7079.7,6769.81,6828.91,6828.91,4207394297,-0.020536233478329915,6647.4857142857145,5867.577,0.6883549285934046,0.5321560738390798,6864.6804999999995
2018-07-27,6827.89,7087.55,6731.14,7004.98,7004.98,4457686973,0.025456253878468227,6751.635714285715,5923.565666666666,0.6595408208275992,0.533735389927278,7015.617499999996
2018-07-28,7008.46,7054.61,6958.45,7028.27,7028.27,3422057378,0.0033192626630519405,6851.169999999999,5987.659333333333,0.6627687889763761,0.5115658142125867,6936.261400000005
2018-07-29,7040.0,7097.0,6984.54,7049.03,7049.03,3522763544,0.0029494313610591207,6955.385714285714,6045.209666666666,0.6582262483216764,0.5034291135942311,7066.80080000001
2018-07-30,7051.7,7066.07,6760.16,6989.47,6989.47,4743164730,-0.00848528793818761,7011.71,6095.476333333333,0.6411655381406816,0.5022907125812474,7053.217799999989
2018-07-31,6990.09,6987.98,6585.89,6657.35,6657.35,4524283392,-0.048683223295294134,6932.658571428571,6135.112999999999,0.3977970002118874,0.5279529853413203,6637.207999999997
2018-09-01,6073.64,6243.89,6067.81,6201.61,6201.61,3548624881,-0.07091257171197095,6822.802857142857,6152.4236666666675,0.5268227736575467,0.5644637853284136,6307.535199999993
2018-09-02,6198.45,6299.09,6148.94,6271.75,6271.75,3733649534,0.011246486799755184,6743.208571428571,6174.799666666668,0.5510559252607239,0.5624889738941434,6381.070500000001
2018-09-03,6277.19,6300.42,6210.71,6252.2,6252.2,3520289356,-0.003122020748966114,6635.668571428571,6194.564666666667,0.49271430023389184,0.5624655133365056,6320.4272
2018-09-04,6254.74,6381.29,6251.99,6354.48,6354.48,3688942598,0.01622667414831533,6539.412857142857,6217.085666666667,0.5195891150845686,0.563708516237136,6381.557099999993
2018-09-05,6354.3,6370.98,5839.28,5839.28,5839.28,4986211639,-0.0845525743908065,6366.591428571429,6222.328666666666,0.6466140307940422,0.6191384163429774,5850.799300000006
2018-09-06,5806.88,5801.39,5500.45,5619.39,5619.39,4753825630,-0.03838438447901279,6170.865714285714,6215.036000000001,0.6356488018020635,0.6241310390761375,5644.553600000005
2018-09-07,5619.18,5642.84,5499.85,5598.71,5598.71,3692043979,-0.003686903027375884,6019.631428571428,6209.509333333333,0.640888741031989,0.6232435957261738,5712.999800000003
2018-09-08,5592.74,5656.87,5365.35,5389.99,5389.99,3320110813,-0.037992684430349394,5903.685714285714,6198.018,0.567516255968118,0.632357384065782,5497.393199999996
2018-09-09,5387.74,5580.69,5368.56,5451.04,5451.04,3176650229,0.011262886526705214,5786.441428571429,6199.794,0.5675542327785991,0.6084387268466647,5604.498899999999
2018-09-10,5451.66,5519.46,5444.98,5460.4,5460.4,3204020014,0.0017156309883651756,5673.327142857142,6199.216,0.5743111942929138,0.6069335725917661,5516.692400000005
2018-09-11,5462.28,5517.74,5403.72,5452.6,5452.6,3320891918,-0.0014294880103056466,5544.487142857143,6202.932,0.5369355508165284,0.6022641060314037,5501.008699999995
2018-09-12,5448.99,5472.88,5408.87,5464.85,5464.85,3496713413,0.0022441147229378235,5490.997142857143,6207.143333333334,0.3201164840453929,0.6022697661619655,5551.789699999999
2018-09-13,5466.95,5594.43,5463.19,5575.59,5575.59,3602455300,0.020061467483720664,5484.739999999999,6213.960000000001,0.2889297159495554,0.6046970097803519,5712.559900000004
2018-09-14,5573.97,5632.88,5519.98,5600.89,5600.89,3505521156,0.004527372341686288,5485.051428571429,6219.1286666666665,0.2900634662523843,0.603616790564186,5581.078100000006
2018-09-15,5598.04,5643.03,5584.41,5627.11,5627.11,2765995872,0.004670475180286237,5518.925714285714,6214.741333333334,0.11536094472160034,0.5809431867869136,5590.977799999996
2018-09-16,5621.5,5628.08,5555.64,5607.14,5607.14,2816596404,-0.003555203246176587,5541.225714285714,6192.21,0.12185730726167515,0.5177048409136801,5606.381000000007
2018-09-17,5604.46,5623.57,5356.09,5383.27,5383.27,3351714090,-0.04074478939336539,5530.2071428571435,6160.630666666667,0.29668192692526124,0.527343024932489,5433.981200000002
2018-09-18,5383.02,5458.43,5361.26,5456.28,5456.28,3579763638,0.013471242646977832,5530.732857142857,6128.936000000001,0.31107525993035356,0.5277800155699786,5497.764300000011
2018-09-19,5456.75,5523.31,5319.0,5481.96,5481.96,3796555860,0.0046954623744492495,5533.177142857143,6102.470333333334,0.31213200971174687,0.5264976393036712,5518.609200000003
2018-09-20,5482.22,5544.71,5430.56,5536.33,5536.33,3692297556,0.009869125118466852,5527.568571428571,6075.9636666666665,0.29046994225225625,0.5267371052941753,5531.5966000000035
2018-09-21,5531.4,5781.51,5514.21,5728.07,5728.07,5555414821,0.034046823888700804,5545.737142857142,6056.248666666666,0.35982282729434606,0.53843668151193,5697.117200000002
2018-09-22,5728.16,5795.78,5627.59,5717.04,5717.04,3835465727,-0.0019274613201274373,5558.584285714286,6026.976666666667,0.3608723834879163,0.5205633444714162,5669.506899999995
2018-09-23,5711.38,5748.89,5685.9,5712.16,5712.16,3572958259,-0.0008539530844776777,5573.587142857143,5977.025,0.3594035621277092,0.4381847719621225,5669.010699999993
2018-09-24,5707.17,5719.05,5600.08,5611.99,5611.99,3554447900,-0.01769185550676892,5606.261428571429,5931.737999999999,0.2535137270070447,0.4322807204951016,5543.1791
2018-09-25,5619.0,5618.53,5423.77,5479.01,5479.01,4016893838,-0.023980952637501576,5609.5085714285715,5886.741333333334,0.30180333564520556,0.43331640443613306,5495.976000000003
2018-09-26,5484.38,5604.05,5436.91,5527.28,5527.28,3776169001,0.008771404257170656,5615.982857142858,5837.484666666667,0.3051026499934589,0.42496020098667037,5609.235700000002
2018-09-27,5527.53,5766.65,5520.85,5738.59,5738.59,3959497896,0.037517703594236805,5644.877142857143,5794.495333333334,0.375229058515459,0.443939064287782,5759.2084
2018-09-28,5740.31,5836.25,5683.16,5721.92,5721.92,4318427031,-0.002909122151894529,5643.998571428571,5750.258333333333,0.3165193980050542,0.44314992885637355,5706.811099999995
2018-09-29,5721.04,5721.04,5607.83,5685.61,5685.61,3758009754,-0.006365992046376367,5639.5085714285715,5706.796333333334,0.31867720499468144,0.4431288129414337,5687.401499999992
2018-09-30,5687.98,5724.51,5657.96,5708.81,5708.81,3448504607,0.004072174285254082,5639.03,5675.178333333333,0.3200020018336283,0.42592968109731555,5689.682300000001
2018-10-01,5703.89,5739.14,5647.73,5691.26,5691.26,3455517677,-0.0030789308950257975,5650.354285714285,5658.166666666667,0.29744748247083475,0.37750397077133835,5678.177500000002
2018-10-02,5694.38,5713.15,5662.55,5675.0,5675.0,3444471473,-0.0028611013810865547,5678.352857142857,5638.275,0.24173148684759077,0.37512902822178606,5668.1656
2018-10-03,5673.06,5691.36,5577.75,5666.68,5666.68,3387596218,-0.0014671550409516773,5698.267142857142,5618.757666666667,0.24286276609822072,0.37516776889198716,5717.9365999999945
2018-10-04,5662.6,5733.0,5662.58,5711.33,5711.33,3333351985,0.00784851291217938,5694.372857142857,5597.319333333333,0.07770131604562815,0.37215657855609613,5737.3151
2018-10-05,5709.12,5745.99,5699.04,5745.0,5745.0,3185026293,0.005877990062024807,5697.67,5594.176666666666,0.08468760895648325,0.2826635101651725,5764.053099999999
2018-10-06,5744.98,5750.26,5706.24,5715.36,5715.36,2827824488,-0.005172623911881536,5701.92,5597.375666666666,0.0807927424805768,0.2594645364242621,5741.801899999991
2018-10-07,5717.42,5765.04,5688.07,5730.56,5730.56,2869754836,0.00265596980151684,5705.027142857142,5601.770666666666,0.078765038156539,0.259212548766366,5733.5323
2018-10-08,5728.17,5807.11,5725.99,5788.33,5788.33,3462659600,0.010030564466402473,5718.894285714286,5615.048666666667,0.09166311949502873,0.2328235635603261,5815.4340999999995
2018-10-09,5789.06,5793.4,5754.21,5772.57,5772.57,3111788285,-0.0027264330220968178,5732.832857142857,5625.766333333333,0.0913404881824704,0.23171155185577788,5757.456099999998
2018-10-10,5770.53,5771.0,5681.21,5710.79,5710.79,3284543913,-0.010760020771416731,5739.134285714286,5634.112666666667,0.12040838048171497,0.23460574834759057,5721.728799999994
2018-10-11,5711.84,5712.0,5386.95,5397.45,5397.45,4470356475,-0.05643074804726373,5694.294285714285,5632.274333333333,0.35615604777367843,0.28852387236496235,5432.8178000000025
2018-10-12,5382.79,5454.76,5380.28,5425.63,5425.63,3271592547,0.0052074019003478,5648.67,5630.967,0.3550737290891907,0.2888819985163545,5500.731800000001
2018-10-13,5428.66,5454.97,5412.86,5435.5,5435.5,2649466819,0.0018174909455906572,5608.6900000000005,5626.297333333333,0.3599956066181516,0.28250968007040045,5487.0934
2018-10-14,5437.66,5511.65,5430.45,5445.27,5445.27,2670572684,0.0017958292704817263,5567.934285714286,5621.110000000001,0.3590450726786356,0.2821687483056263,5485.095300000004
2018-10-15,5446.75,6023.19,5416.74,5694.5,5694.5,6362854095,0.04475345479986895,5554.53,5623.356333333333,0.47207209443674664,0.3114849184174423,5741.6374
2018-10-16,5698.7,5764.97,5671.63,5699.35,5699.35,3520818684,0.0008513365180215838,5544.070000000001,5626.430000000001,0.4724353445766157,0.3112608316937493,5627.271799999992
2018-10-17,5694.52,5711.25,5649.18,5691.62,5691.62,3555653960,-0.0013572156166819492,5541.331428571429,5636.708333333333,0.4683158296595638,0.28574767649747185,5644.802999999996
2018-10-18,5689.79,5712.39,5631.5,5654.04,5654.04,3425647284,-0.0066245837498100524,5577.987142857143,5643.300333333333,0.27302487842186673,0.28458318218920803,5638.7847999999985
2018-10-19,5655.23,5668.03,5613.97,5608.36,5608.36,3104454988,-0.00811199220329735,5604.091428571429,5647.513666666667,0.2872738107473684,0.2856299454012055,5629.430899999999
2018-10-20,5604.46,5636.38,5594.12,5628.98,5628.98,2931192523,0.003669911766119382,5631.731428571428,5650.602,0.28669890220185096,0.2844747171877208,5634.239899999995
2018-10-21,5629.76,5686.12,5617.54,5632.02,5632.02,2826811302,0.0005399165391795183,5658.410000000001,5647.400333333334,0.287386016935149,0.2661811813531006,5630.771900000006
2018-10-22,5635.23,5703.26,5632.82,5653.9,5653.9,3201088479,0.00387740253562708,5652.610000000001,5645.295666666667,0.07494618883052433,0.2664542873949578,5657.889100000006
