fecha,abrir,max,min,cerrar,cierre_ajustado,volumen,retorno_log_diario,media_movil_7d,media_movil_30d,volatilidad_7d,volatilidad_30d
2014-11-12,295.03,345.4,295.1,34078,340.78,36835787,0.14497386934983003,29386.571428571428,26181.2,0.05548793471064636,1.0551635165297784
2014-11-13,343.77,367.29,321.31,33734,337.34,47261867,-0.010145783957224618,30174.428571428572,26248.6,0.05764042840455831,1.0551516486986015
2014-11-14,335.49,336.21,308.89,31772,317.72,23631659,-0.05992083206493717,30784.85714285714,26281.2,0.06380839372435815,1.0551977657141696
2014-11-15,319.18,323.88,296.31,3004,300.4,12560898,-2.3586406648689975,27250.285714285714,26281.733333333334,0.9022620193608093,1.0571836817917784
2014-11-16,299.28,312.11,299.18,30979,309.79,9508506,2.3333648216762537,27511.0,26311.633333333335,1.355982397449667,1.059002050043895
2014-11-17,310.16,328.34,303.19,31122,311.22,33353792,0.004605409019176298,27738.285714285714,26326.233333333334,1.3559817472080757,1.058996362865647
2014-11-18,311.52,314.9,296.42,29939,299.39,25712177,-0.03875298629723323,27804.0,26305.466666666667,1.3560959157769938,1.0590204335207651
2014-11-19,298.35,308.64,298.47,30352,303.52,15099537,0.01370043489257348,27271.714285714286,26319.833333333332,1.3546995981199852,1.059016293662112
2014-11-20,303.32,304.72,284.38,28531,285.31,20118960,-0.061871197757821184,26528.428571428572,26257.466666666667,1.3547999655270149,1.059072395789117
2014-11-21,285.34,285.25,274.37,28322,283.22,24095980,-0.007352327633970239,26035.571428571428,26191.166666666668,1.354712912752653,1.0590728190420966
2014-11-22,283.83,294.51,283.24,28489,284.89,12328867,0.005879160057829109,29676.285714285714,26196.266666666666,0.8876259299855165,1.0590019578366732
2014-11-23,285.09,299.87,285.09,29712,297.12,12247676,0.042032956751653694,29495.285714285714,26243.9,0.0345085267856047,1.0590293620632572
2014-11-24,296.62,311.24,295.8,30315,303.15,24877423,0.020091634913344095,29380.0,26340.766666666666,0.03577242992708122,1.0590157005200058
2014-11-25,303.13,317.39,300.4,30078,300.78,20388012,-0.007848632014272718,29399.85714285714,26410.533333333333,0.03248935067806823,1.059012349465044
2014-11-26,301.32,302.96,292.56,2946,294.6,14876599,-2.3233456894689826,25484.714285714286,26416.1,0.878153254502895,1.0600513060748165
2014-11-27,296.31,299.03,295.57,29671,296.71,7021454,2.309721819772516,25647.571428571428,26469.233333333334,1.337588094234616,1.0598155610108417
2014-11-28,296.47,307.38,287.89,30227,302.27,18425004,0.018565426887489654,25919.714285714286,26591.166666666668,1.3375821465854736,1.0597642176676558
